"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m32619207312","11/21/2025","","12/02/2025","SEVENTEEN Scoups Nana tour Bnb photobook photocards and Polariod set","Completed","Florida","Virginia","15.00","1.32","0.00","1.63","0.00","0.00","0.00","13.37","1.01","0.00","0.00","0.58","0.00"
"m83073954697","11/21/2025","","11/26/2025","TXT: YEONJUN NO LABELS : PART 01 [SIGNED ALBUM] SEALED","Completed","Utah","Virginia","90.00","5.99","0.00","9.59","0.00","0.00","0.00","80.41","7.15","0.00","0.00","3.45","0.00"
"m73440467112","11/21/2025","","11/30/2025","TXT Yeonjun No Labels Part 01 Set-Up B Album photocard set","Completed","Ohio","Virginia","20.00","4.59","0.00","2.45","0.00","0.00","0.00","17.55","2.04","0.00","0.00","0.88","0.00"
"m67525576036","11/21/2025","","11/30/2025","TWS jihoon summer beat k4 ktown4u pre-order benefit exclusive photocard pob","Completed","Washington","Virginia","5.00","0.74","0.00","0.57","0.00","0.00","0.00","4.43","0.48","0.00","0.00","0.20","0.00"
"m45778428438","11/21/2025","","11/28/2025","nmixx bae expergo lmlt musicplant mp lucky draw photocard set","Completed","Virginia","Virginia","7.29","0.74","0.00","0.80","0.00","0.00","0.00","6.49","0.40","0.00","0.00","0.28","0.00"
"m51374213997","11/21/2025","","01/04/2026","Kickflip minje mini1 album pb photocard pob","Completed","Wisconsin","Virginia","3.20","0.74","0.00","0.39","0.00","0.00","0.00","2.81","0.24","0.00","0.00","0.14","0.00"
"b38375795220","11/22/2025","","12/03/2025","Bundle for taliah","Completed","Missouri","Virginia","19.00","1.32","0.00","2.03","0.00","0.00","0.00","16.97","1.84","0.00","0.00","0.73","0.00"
"m34391549196","11/22/2025","","11/28/2025","hearts2hearts Juun Style mubeat lucky draw photocard pc","Completed","New York","Virginia","17.10","0.74","0.00","1.78","0.00","0.00","0.00","15.32","1.59","0.00","0.00","0.64","0.00"
"m82355595822","11/22/2025","","01/06/2026","Itzy Chaeryeong Kill My Doubt album Idoustage fansign photocard pc","Completed","Texas","Virginia","9.50","0.74","0.00","1.02","0.00","0.00","0.00","8.48","0.87","0.00","0.00","0.36","0.00"
"m52594346681","11/22/2025","","12/01/2025","Kickflip kyehoon mini1 bdm bluedreammedia offline lucky draw photocard","Completed","North Carolina","Virginia","10.00","0.74","0.00","1.07","0.00","0.00","0.00","8.93","0.78","0.00","0.00","0.38","0.00"
"m69191324725","11/23/2025","","12/01/2025","KiiiKiii Jiyu Uncut Gem QQ Music Starlight 2 Star photocard","Completed","Florida","Virginia","5.70","0.74","0.00","0.64","0.00","0.00","0.00","5.06","0.43","0.00","0.00","0.23","0.00"
"m31982545632","11/23/2025","","11/29/2025","Meovv Sooin My eyes open wide album Orb ver. photocard pc","Completed","Florida","Virginia","2.50","0.74","0.00","0.32","0.00","0.00","0.00","2.18","0.23","0.00","0.00","0.11","0.00"
"m49837376305","11/24/2025","","11/29/2025","Closeyoureyes ma jingxiang eternalt makestar ms pob photocard pre-order benefit","Completed","Texas","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.09","0.00","0.00","0.45","0.00"
"m41504922991","11/24/2025","","11/29/2025","Closeyoureyes sungmin eternalt makestar ms pob photocard pre-order benefit","Completed","Florida","Virginia","11.40","0.74","0.00","1.21","0.00","0.00","0.00","10.19","0.82","0.00","0.00","0.43","0.00"
"m32149676992","11/25/2025","","12/01/2025","Boynextdoor The Action Riwoo Kpop nara exclusive","Completed","Oregon","Virginia","22.00","0.74","0.00","2.27","0.00","0.00","0.00","19.73","0.00","0.00","0.00","0.81","0.00"
"m43771203429","11/26/2025","","12/08/2025","YEONJUN NO LABELS ALBUM Set-Up A version + FULL INCLUSIONS (NO PCS)","Completed","California","Virginia","8.00","5.99","0.00","1.39","0.00","0.00","0.00","6.61","0.68","0.00","0.00","0.50","0.00"
"m67728666797","11/26/2025","","12/10/2025","TWS Dohoon Play Hard album Play Mode version Photocard pc","Completed","Florida","Virginia","13.00","0.74","0.00","1.37","0.00","0.00","0.00","11.63","0.92","0.00","0.00","0.49","0.00"
"b77086640524","11/27/2025","","12/08/2025","Bundle for cuppaanxiety","Completed","Iowa","Virginia","87.00","4.59","0.00","9.15","0.00","0.00","0.00","77.85","6.32","0.00","0.00","3.29","0.00"
"m99057335290","11/28/2025","","12/09/2025","NMIXX Kyujin A Midsummer Nmixx’s Dream Album Polaroid Photocard pc","Completed","Texas","Virginia","2.00","0.74","0.00","0.27","0.00","0.00","0.00","1.73","0.23","0.00","0.00","0.09","0.00"
"m46390859217","11/28/2025","","12/08/2025","Enhypen Heeseung Desire:Unleash Walmart Exclusive Photocard desire unleash","Completed","Washington","Virginia","70.00","0.74","0.00","7.07","0.00","0.00","0.00","62.93","7.40","0.00","0.00","2.54","0.00"
"m25517907022","11/28/2025","","12/08/2025","HEARTS2HEARTS FOCUS 1st mini album juun album photocard pc","Completed","Texas","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.75","0.00","0.00","0.31","0.00"
"m48894366434","11/28/2025","","12/04/2025","HEARTS2HEARTS FOCUS 1st mini album UNOPENED","Completed","Ohio","Virginia","20.00","4.59","0.00","2.45","0.00","1.70","0.00","14.15","1.66","0.00","0.00","0.88","0.00"
"m40584317380","11/28/2025","","12/04/2025","Netflix Stranger Things YuMe Upside Down Capsule Series 3 001 Vecna figure","Completed","Virginia","Virginia","15.00","4.59","0.00","1.95","0.00","0.00","0.00","13.05","0.94","0.00","0.00","0.70","0.00"
"m50110809263","11/28/2025","","12/11/2025","Itzy ryujin Cheshire blue dream media bdm preorder photocard","Completed","Vermont","Virginia","3.80","0.73","0.00","0.45","0.00","0.00","0.00","3.35","0.33","0.00","0.00","0.16","0.00"
"m18887680029","11/28/2025","","12/10/2025","BABYMONSTER Asa MV Behind Photo Puzzle Photocard Set 2pcs","Completed","Missouri","Virginia","38.00","0.74","0.00","3.87","0.00","0.00","0.00","34.13","3.25","0.00","0.00","1.39","0.00"
"m47332909593","11/29/2025","","12/11/2025","hearts2hearts Yuha The Chase Music Art musicart fansign photocard pc","Completed","California","Virginia","9.50","0.74","0.00","1.02","0.00","0.00","0.00","8.48","0.81","0.00","0.00","0.36","0.00"
"m66272940834","11/29/2025","","12/09/2025","Kickflip kyehoon mini1 preorder benefit photocard pb","Completed","Florida","Virginia","3.80","0.74","0.00","0.45","0.00","0.00","0.00","3.35","0.35","0.00","0.00","0.16","0.00"
"m52921032239","11/29/2025","","12/09/2025","Kickflip kyehoon mini1 preorder benefit photocard pb","Completed","California","Virginia","3.80","0.74","0.00","0.45","0.00","0.00","0.00","3.35","0.39","0.00","0.00","0.16","0.00"
"b91039165976","11/29/2025","","12/09/2025","Bundle for brennabengt","Completed","Iowa","Virginia","14.50","1.32","0.00","1.58","0.00","0.00","0.00","12.92","1.05","0.00","0.00","0.56","0.00"
"m14790183249","11/30/2025","","12/05/2025","BOYNEXTDOOR taesan the action album photocard","Completed","Texas","Virginia","10.80","0.74","0.00","1.15","0.00","0.00","0.00","9.65","0.99","0.00","0.00","0.41","0.00"
"m81832225043","11/30/2025","","12/10/2025","TWS Try With Us jihoon album photocard pc","Completed","Wisconsin","Virginia","4.00","0.74","0.00","0.47","0.00","0.00","0.00","3.53","0.27","0.00","0.00","0.17","0.00"
"m17798353501","11/30/2025","","12/04/2025","hearts2hearts Stella The Chase Starriver sr pob photocard pre-order benefit pc","Completed","New Jersey","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.08","0.00","0.00","0.56","0.00"
"m86857336595","12/01/2025","","12/07/2025","KiiiKiii Jiyu Uncut Gem QQ Music Starlight 2 Star photocard","Completed","New Hampshire","Virginia","5.70","0.74","0.00","0.64","0.00","0.00","0.00","5.06","0.00","0.00","0.00","0.23","0.00"
"m17928454183","12/01/2025","","12/06/2025","Enhypen Jungwon Desire:Unleash Make Version Album Photocard pc","Completed","California","Virginia","9.00","0.74","0.00","0.97","0.00","0.00","0.00","8.03","0.77","0.00","0.00","0.35","0.00"
"m63929394724","12/01/2025","","12/04/2025","Closeyoureyes minwook eternalt ny music nanyi Fansign exclusive photocard pc","Completed","Virginia","Virginia","11.40","0.74","0.00","1.21","0.00","0.00","0.00","10.19","0.71","0.00","0.00","0.43","0.00"
"m59191116223","12/02/2025","","12/12/2025","Saymyname Soha 2nd mini album photocard pc","Completed","Maine","Virginia","5.00","0.74","0.00","0.57","0.00","0.00","0.00","4.43","0.29","0.00","0.00","0.20","0.00"
"m28367473618","12/02/2025","","12/09/2025","YEONJUN NO LABELS ALBUM Set-Up A version + FULL INCLUSIONS (NO PCS)","Completed","Washington","Virginia","8.00","5.99","0.00","1.39","0.00","0.00","0.00","6.61","1.32","0.00","0.00","0.50","0.00"
"m93212546058","12/02/2025","","12/07/2025","CORTIS Color Outside the Lines photobook ver album Scene1","Completed","New Jersey","Virginia","5.00","4.59","0.00","0.95","0.00","0.00","0.00","4.05","0.66","0.00","0.00","0.34","0.00"
"m18506158169","12/02/2025","","12/11/2025","meovv My eyes open vvide album Orb ver. photocard set","Completed","Missouri","Virginia","14.50","1.32","0.00","1.58","0.00","0.00","0.00","12.92","1.08","0.00","0.00","0.56","0.00"
"m16949299126","12/05/2025","","12/09/2025","TWS mini4 play hard album set No PCS","Completed","Alabama","Virginia","5.00","4.59","0.00","0.95","0.00","0.00","0.00","4.05","0.22","0.00","0.00","0.34","0.00"
"m38942579011","12/05/2025","","12/10/2025","txt ppulbatu hueningk selfie pc + hhm nya ring pc offline merch photocard set","Completed","California","Virginia","17.10","0.74","0.00","1.78","0.00","0.00","0.00","15.32","1.64","0.00","0.00","0.64","0.00"
"b25246456568","12/06/2025","","12/13/2025","Bundle for evelin","Completed","Texas","Virginia","55.00","4.59","0.00","5.95","0.00","0.00","0.00","49.05","4.48","0.00","0.00","2.14","0.00"
"m11880829962","12/07/2025","","12/17/2025","hearts2hearts Yuha The Chase Starriver sr fansign photocard pc","Completed","Pennsylvania","Virginia","11.40","0.74","0.00","1.21","0.00","0.00","0.00","10.19","0.89","0.00","0.00","0.43","0.00"
"m86810155333","12/07/2025","","12/12/2025","Meovv Gawon 1st EP Official Merch Ball Cap Photocard pc","Completed","Pennsylvania","Virginia","23.75","0.74","0.00","2.44","0.00","0.00","0.00","21.31","1.53","0.00","0.00","0.88","0.00"
"m38386101694","12/07/2025","","12/12/2025","NMIXX Haewon Expergo lmlt Everline fansign exclusive photocard pc","Completed","California","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.21","0.00","0.00","0.56","0.00"
"m15002394919","12/07/2025","","12/13/2025","Enhypen Heeseung Desire:Unleash Walmart Exclusive Photocard desire unleash","Completed","Washington","Virginia","75.00","4.59","0.00","7.95","0.00","0.00","0.00","67.05","6.60","0.00","0.00","2.86","0.00"
"m25137127159","12/07/2025","","12/13/2025","Bundle for anna","Completed","Iowa","Virginia","45.00","1.03","0.00","4.60","0.00","0.00","0.00","40.40","3.27","0.00","0.00","1.65","0.00"
"m16212909379","12/08/2025","","12/18/2025","Boynextdoor leehan No Genre album photocard pc","Completed","New Jersey","Virginia","9.50","0.74","0.00","1.02","0.00","0.00","0.00","8.48","0.70","0.00","0.00","0.36","0.00"
"m68376916731","12/09/2025","","12/16/2025","TWS Dohoon Play Hard album Kpop Nara Exclusive Photocard pc","Completed","New York","Virginia","35.00","0.74","0.00","3.57","0.00","0.00","0.00","31.43","3.29","0.00","0.00","1.28","0.00"
"m76776258869","12/11/2025","","01/04/2026","Aespa Giselle rich man walmart exclusive photocard pc","Completed","Washington","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.71","0.00","0.00","0.56","0.00"
"m67981581113","12/11/2025","","12/19/2025","Cortis Martin Color outside the line Kpop Nara exclusive photocard","Completed","New York","Virginia","50.00","0.74","0.00","5.07","0.00","0.00","0.00","44.93","4.66","0.00","0.00","1.82","0.00"
"m17706067296","12/12/2025","","12/19/2025","Cortis Juhoon Color outside the line Kpop Nara exclusive photocard","Completed","North Carolina","Virginia","48.00","0.74","0.00","4.87","0.00","0.00","0.00","43.13","3.66","0.00","0.00","1.75","0.00"
"m79604550793","12/12/2025","","12/20/2025","Cortis James Color outside the lines Kpop Nara fansign exclusive photocard","Completed","Ohio","Virginia","40.00","0.74","0.00","4.07","0.00","0.00","0.00","35.93","2.85","0.00","0.00","1.46","0.00"
"m25615487639","12/13/2025","","12/19/2025","Cortis Martin Color outside the line Kpop Nara exclusive photocard","Completed","North Carolina","Virginia","48.00","0.74","0.00","4.87","0.00","0.00","0.00","43.13","3.66","0.00","0.00","1.75","0.00"
"m80890919322","12/13/2025","","12/24/2025","TXT: YEONJUN NO LABELS : PART 01 [SIGNED ALBUM] SEALED","Completed","California","Virginia","81.00","5.99","0.00","8.69","0.00","0.00","0.00","72.31","7.36","0.00","0.00","3.13","0.00"
"m33691623144","12/13/2025","","12/22/2025","YEONJUN NO LABELS ALBUM Set-Up A version + FULL INCLUSIONS (NO PCS)","Completed","California","Virginia","6.00","5.99","0.00","1.19","0.00","0.00","0.00","4.81","0.50","0.00","0.00","0.43","0.00"
"m37773596181","12/13/2025","","12/23/2025","KiiiKiii Jiyu Uncut Gem QQ Music Starlight 1 Star photocard","Completed","South Carolina","Virginia","4.75","0.74","0.00","0.54","0.00","0.00","0.00","4.21","0.34","0.00","0.00","0.19","0.00"
"m35028208983","12/14/2025","","12/19/2025","ILLIT Yunah Target Exclusive Photocard","Completed","Mississippi","Virginia","7.60","0.74","0.00","0.83","0.00","0.00","0.00","6.77","0.60","0.00","0.00","0.30","0.00"
"m89604713288","12/15/2025","","12/18/2025","Illit Iroha Super Real Me Album photocard pc","Completed","North Carolina","Virginia","7.00","0.74","0.00","0.77","0.00","0.00","0.00","6.23","0.56","0.00","0.00","0.27","0.00"
"m91580660128","12/15/2025","","12/20/2025","Boynextdoor The Action 3 version Album set NO PCs","Completed","Minnesota","Virginia","7.50","6.99","0.00","1.44","0.00","0.00","0.00","6.06","1.03","0.00","0.00","0.52","0.00"
"m98168085310","12/15/2025","","12/22/2025","BOYNEXTDOOR taesan the action album photocard","Completed","Ohio","Virginia","10.00","0.74","0.00","1.07","0.00","0.00","0.00","8.93","0.89","0.00","0.00","0.38","0.00"
"m30819877760","12/16/2025","","12/25/2025","Itzy Gold Chaeryeong makestar Ms exclusive fansign Photocard","Completed","Washington","Virginia","8.00","0.74","0.00","0.87","0.00","0.00","0.00","7.13","0.93","0.00","0.00","0.31","0.00"
"m66550678894","12/17/2025","","01/16/2026","bundle for Dee","Completed","Florida","Virginia","24.00","0.74","0.00","2.47","0.00","0.00","0.00","21.53","1.79","0.00","0.00","0.89","0.00"
"m72471116236","12/17/2025","","12/26/2025","Boynextdoor The Action Jaehyun Kpop nara exclusive","Completed","Oregon","Virginia","75.00","4.59","0.00","7.95","0.00","0.00","0.00","67.05","0.00","0.00","0.00","2.86","0.00"
"m29590675981","12/17/2025","","12/23/2025","CORTIS Color Outside the Lines photobook ver albums Scene1 Scene2 Scene3","Completed","Illinois","Virginia","7.00","4.59","0.00","1.15","0.00","0.00","0.00","5.85","1.08","0.00","0.00","0.41","0.00"
"m43438291049","12/17/2025","","12/23/2025","TWS Dohoon Play Hard album Play Mode version Photocard pc","Completed","Illinois","Virginia","13.00","0.74","0.00","1.37","0.00","0.00","0.00","11.63","1.21","0.00","0.00","0.49","0.00"
"m73126970259","12/17/2025","","12/23/2025","Cortis Martin Color outside the lines Scene 1 album photocard","Completed","New York","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","1.15","0.00","0.00","0.45","0.00"
"m42950847500","12/18/2025","","12/27/2025","TXT beomgyu midsummer 2022 photocard set","Completed","Texas","Virginia","18.00","0.73","0.00","1.87","0.00","0.00","0.00","16.13","1.36","0.00","0.00","0.67","0.00"
"m21013420691","12/19/2025","","12/30/2025","NMIXX Bae First Official Fanclub Membership exclusive photocard pc ver.a","Completed","Illinois","Virginia","7.60","0.74","0.00","0.83","0.00","0.00","0.00","6.77","0.84","0.00","0.00","0.30","0.00"
"m38701210578","12/19/2025","","12/28/2025","txt Yeonjun Good Boy Gone Bad Limited B Photocard","Completed","Tennessee","Virginia","4.25","0.74","0.00","0.49","0.00","0.00","0.00","3.76","0.50","0.00","0.00","0.17","0.00"
"m29287820346","12/19/2025","","12/29/2025","BOYNEXTDOOR leehan the action album photocard","Completed","Arkansas","Virginia","11.00","0.74","0.00","1.17","0.00","0.00","0.00","9.83","1.16","0.00","0.00","0.42","0.00"
"m41623664882","12/20/2025","","12/26/2025","hearts2hearts A-na ana The Chase Music Art musicart fansign photocard pc","Completed","Texas","Virginia","9.50","0.74","0.00","1.02","0.00","0.00","0.00","8.48","0.87","0.00","0.00","0.36","0.00"
"m96370619871","12/21/2025","12/21/2025","","TXT The Star Chapter: Sanctuary Hueningkai photocard Savior ver","Cancelled","Florida","Virginia","4.75","0.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m70039068034","12/21/2025","","12/27/2025","TXT ACT: TOMORROW US world tour Taehyun Star Confetti","Completed","California","Virginia","3.00","0.74","0.00","0.37","0.00","0.00","0.00","2.63","0.26","0.00","0.00","0.13","0.00"
"m98088875131","12/21/2025","","12/24/2025","BOYNEXTDOOR jaehyun the action album photocard","Completed","Pennsylvania","Virginia","13.00","0.74","0.00","1.37","0.00","0.00","0.00","11.63","0.86","0.00","0.00","0.49","0.00"
"m61435641584","12/21/2025","","12/28/2025","TWS Hanjin Play Hard album Kpop Nara Exclusive Photocard pc","Completed","Maine","Virginia","19.00","0.74","0.00","1.97","0.00","0.00","0.00","17.03","1.08","0.00","0.00","0.71","0.00"
"m13849411075","12/22/2025","","12/27/2025","ifeye ERLU BLUE Sasha makestar fansign photocard","Completed","South Carolina","Virginia","15.00","0.74","0.00","1.57","0.00","0.00","0.00","13.43","1.14","0.00","0.00","0.56","0.00"
"m76316276683","12/24/2025","","01/05/2026","Saymyname dohee 2nd mini Album Photocard pc","Completed","Florida","Virginia","5.70","0.74","0.00","0.64","0.00","0.00","0.00","5.06","0.50","0.00","0.00","0.23","0.00"
"m84265293449","12/24/2025","","01/05/2026","Saymyname kanny 2nd mini Album Photocard pc","Completed","Florida","Virginia","4.25","0.74","0.00","0.49","0.00","0.00","0.00","3.76","0.39","0.00","0.00","0.17","0.00"
"m98009317984","12/24/2025","","01/02/2026","aespa Karina Rich Man Rich Bag Version Photocard","Completed","California","Virginia","25.00","0.74","0.00","2.57","0.00","0.00","0.00","22.43","2.66","0.00","0.00","0.92","0.00"
"b88640565788","12/24/2025","","01/04/2026","Bundle for bobabiin","Completed","Florida","Virginia","17.00","1.32","0.00","1.83","0.00","0.00","0.00","15.17","1.33","0.00","0.00","0.65","0.00"
"b68066909359","12/25/2025","","01/06/2026","Bundle for House of Girly Pop","Completed","Missouri","Virginia","11.02","1.32","0.00","1.23","0.00","0.00","0.00","9.79","1.04","0.00","0.00","0.44","0.00"
"b24408055470","12/25/2025","","01/06/2026","Bundle for jay143","Completed","Utah","Virginia","11.07","1.32","0.00","1.23","0.00","0.00","0.00","9.84","0.78","0.00","0.00","0.44","0.00"
"m82839686469","12/25/2025","","01/07/2026","Kickflip amaru mini1 album pb photocard","Completed","Illinois","Virginia","2.55","0.74","0.00","0.32","0.00","0.00","0.00","2.23","0.28","0.00","0.00","0.11","0.00"
"m15907625534","12/25/2025","12/26/2025","","BOYNEXTDOOR the action OT10 album sticker set","Cancelled","Missouri","Virginia","7.00","0.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"m68745386126","12/26/2025","","01/03/2026","KiiiKiii Jiyu Uncut Gem QQ Music Starlight 2 Star photocard","Completed","South Carolina","Virginia","5.00","0.74","0.00","0.57","0.00","0.00","0.00","4.43","0.36","0.00","0.00","0.20","0.00"
"m45634118765","12/27/2025","","01/08/2026","TXT sanctuary yeonjun ice piece card pc","Completed","Illinois","Virginia","2.00","0.74","0.00","0.27","0.00","0.00","0.00","1.73","0.30","0.00","0.00","0.09","0.00"
"m77298256510","12/28/2025","","01/10/2026","ILLIT NOT CUTE ANYMORE Not cute ver. Album *NO PCS*","Completed","Ohio","Virginia","10.00","4.59","0.00","1.45","0.00","0.00","0.00","8.55","1.18","0.00","0.00","0.52","0.00"
"m42853419924","12/29/2025","","01/13/2026","SEVENTEEN DK Nana tour Bnb photobook photocards and Polariod set","Completed","California","Virginia","15.00","1.32","0.00","1.63","0.00","0.00","0.00","13.37","1.29","0.00","0.00","0.58","0.00"
"m71677931315","12/30/2025","","01/05/2026","Boynextdoor Jaehyun The Action US General Market Exclusive Photocard","Completed","Texas","Virginia","7.00","0.74","0.00","0.77","0.00","0.00","0.00","6.23","0.66","0.00","0.00","0.27","0.00"
"m35824736079","12/30/2025","","01/05/2026","TXT sanctuary yeonjun ice piece card pc","Completed","California","Virginia","2.00","0.74","0.00","0.27","0.00","0.00","0.00","1.73","0.18","0.00","0.00","0.09","0.00"
"m43262302255","12/31/2025","","01/14/2026","tws kyungmin yizhiyu yzy POB summer beat photocard pc","Completed","Illinois","Virginia","9.00","0.74","0.00","0.97","0.00","0.00","0.00","8.03","0.91","0.00","0.00","0.35","0.00"
"b96089917833","12/31/2025","","01/15/2026","Bundle for cupidzyo","Completed","Pennsylvania","Virginia","22.14","4.59","0.00","2.67","0.00","0.00","0.00","19.47","1.95","0.00","0.00","0.96","0.00"
"b45431567199","12/31/2025","","01/21/2026","Bundle for divesales","Completed","Florida","Virginia","30.00","4.59","0.00","3.45","0.00","0.00","0.00","26.55","2.69","0.00","0.00","1.24","0.00"
"m82575014644","01/01/2026","","01/10/2026","ILLIT NOT CUTE ANYMORE Not my name ver. Album *NO PCS*","Completed","Minnesota","Virginia","10.00","4.59","0.00","1.45","0.00","0.00","0.00","8.55","1.36","0.00","0.00","0.52","0.00"
"m88007992481","01/01/2026","","01/16/2026","Hearts2hearts Ye-on Yeon focus minirecord fansign photocard pc","Completed","North Carolina","Virginia","12.00","0.74","0.00","1.27","0.00","0.00","0.00","10.73","0.89","0.00","0.00","0.45","0.00"
"m49843193712","01/01/2026","","01/11/2026","TWS Jihoon Play Hard album Barnes and Noble Exclusive Photocard pc","Completed","California","Virginia","16.00","0.74","0.00","1.67","0.00","0.00","0.00","14.33","1.29","0.00","0.00","0.60","0.00"
"Totals:","","","","","","","","12732.44","1185.76","19.09","1337.62","0.00","9.10","0.00","10893.31","1005.39","0.00","0.00","477.89","0.00"
"Report generated on: 2026-03-28 04:09:05 UTC","","","","","","","","","","","","","","","","","","","",""
